date;txVolume(USD);adjustedTxVolume(USD);txCount;marketcap(USD);price(USD);exchangeVolume(USD);realizedCap(USD);generatedCoins;fees;activeAddresses;averageDifficulty;paymentCount;medianTxValue(USD);medianFee;blockSize;blockCount
26/08/2013;7.923.299.600.217.960;4.103.002.910.278.980;55927;14.176.468.148.050.100;122.11;0.0;6.228.493.482.338.900;4150.0;4.080.643.368;75772;657.500.601.490.848;70909;37.918.059.996.900.000;0.0005;25039798;166
27/08/2013;10.067.830.392.877.600;574.320.221.208.291;62018;13.945.139.927.245.800;120.07;0.0;6.258.909.468.212.140;4225.0;3.984.639.775;95012;657.500.601.490.848;79627;492.851.329;0.0005;29758845;169
28/08/2013;8.861.579.945.936.100;4.770.929.128.259.490;64569;14.695.236.905.157.300;126.48;0.0;6.283.618.356.584.180;4450.0;26.083.498.262;83875;657.500.601.490.847;83360;35.863.015.706.400.000;0.0005;28469020;178
29/08/2013;7.941.459.000.368.780;3.856.588.466.155.780;58803;142.525.824.224.953;122.62;0.0;6.312.566.937.294.030;4725.0;2.703.969.735;74884;657.500.601.490.847;74009;24.524;0.0005;25158867;189
30/08/2013;9.579.414.485.780.270;5.110.972.730.647.300;62398;1422746975.0;122.35;0.0;6.346.920.730.424.260;5125.0;4.391.193.998;89611;657.500.601.490.847;81017;462.979.312.775;0.0005;28490079;205
31/08/2013;8.420.947.465.455.060;3.878.130.554.762.680;47282;15.483.790.415.041.700;133.09;0.0;638.751.662.112.589;5575.0;31.225.857.310.000.000;88163;657.500.601.490.846;80325;54.629.452.300.000.000;0.0005;21884391;223
01/09/2013;7.345.804.379.684.870;3.936.499.128.972.250;46377;15.729.687.869.999.900;135.14;0.0;6.415.504.090.199.270;5525.0;2.495.132.746;57000;657.500.601.490.846;63722;2.689.286;0.0005;21018707;221
02/09/2013;8.569.243.438.454.570;38.198.952.492.619.200;51051;1.614.342.884.505.110;138.63;0.0;6.447.780.475.895.100;5375.0;47.404.919.220.000.000;62790;657.500.601.490.846;67408;30.803.586;0.0005;22822841;215
03/09/2013;10.941.568.283.558.800;55.508.964.389.219.900;51969;15.798.327.680.021.200;135.61;0.0;6.503.348.607.651.890;4850.0;3.123.219.885;72100;657.500.601.490.847;65569;40.683;0.0005;25389034;194
04/09/2013;10.791.748.242.840.700;552.306.963.727.792;52816;15.911.035.542.886.200;136.53;0.0;6.507.869.300.267.020;4075.0;270.615.907;76878;817.347.459.620.878;68030;50.060.943.112.500.000;0.0005;23964885;163
05/09/2013;9.048.336.562.394.620;4.835.184.122.269.150;60551;1.477.812.446.501.300;126.76;0.0;651.233.851.248.245;4475.0;3.262.242.832;70424;869.330.177.711.944;75593;19.014;0.0005;25526079;179
06/09/2013;8.205.168.926.830.900;4.784.939.743.693.860;60665;1475252870.0;126.49;0.0;6.516.128.335.646.390;4625.0;3.349.086.393;73269;869.330.177.711.944;77928;24.467.125.137;0.0005;27198237;185
07/09/2013;7.010.582.020.802.920;32.990.340.175.071.800;51822;1.387.045.046.489.400;118.89;0.0;6.528.662.718.723.190;3625.0;2.449.911.746;62593;869.330.177.711.944;68758;167.265.687.105;0.0005;22731335;145
08/09/2013;4.492.279.304.982.000;2.555.244.216.830.970;46295;14.486.622.687.601.500;124.13;0.0;6.534.649.513.430.030;3925.0;2.614.222.954;56485;869.330.177.711.944;60354;14.773.996.045.499.900;0.0005;20635342;157
09/09/2013;6.593.424.979.266.380;3.558.499.048.799.710;57473;1422788616.0;121.86;0.0;6.563.947.119.605.670;5075.0;3.053.100.606;73995;869.330.177.711.944;71607;14.562.270.000.000.000;0.0005;25086284;203
10/09/2013;6.987.743.753.807.550;3.606.515.188.142.730;53092;1486564508.0;127.27;0.0;6.580.764.964.437.340;4775.0;25.523.711.600.000.000;70670;869.330.177.711.944;69140;199.729.074.545;0.0005;23981466;191
11/09/2013;7.536.340.361.753.760;38.250.442.379.986.100;49010;1471075006.0;125.89;0.0;66.157.852.195.125;5000.0;2.255.500.301;74674;869.330.177.711.944;65059;4.905.379.384;0.0005;21444533;200
12/09/2013;833.945.130.859.865;4.451.463.407.593.490;52087;15.846.777.734.954.500;135.55;0.0;6.656.449.802.426.120;5325.0;3.034.461.292;77030;869.330.177.711.944;73508;49.172.825.571.000.000;0.0005;24362978;213
13/09/2013;7.814.529.076.879.100;4.161.702.351.278.330;44630;15.535.531.140.000.000;132.83;0.0;6.666.349.899.035.930;5100.0;2.096.323.621;66571;869.330.177.711.944;64945;66.348.585;0.0005;20593470;204
14/09/2013;6.557.660.900.673.050;340.921.750.106.192;43342;15.797.891.382.724.000;135.01;0.0;6.699.371.872.621.990;5450.0;2.023.750.549;54053;871.687.565.867.463;59712;2.686.699;0.0005;19634659;218
15/09/2013;4.674.269.400.957.510;2.601.017.660.126.480;53491;1514730520.0;129.4;0.0;6.710.614.572.423.530;4525.0;2.764.617.927;54801;112.628.548.666.347;73175;14.970.588.796.000.000;0.0005;25313709;181
16/09/2013;8.111.486.447.296.480;4.289.694.598.396.440;51731;15.323.247.990.000.000;130.86;0.0;6.737.935.798.927.720;3850.0;4.120.048.691;69776;112.628.548.666.347;70453;36.742.870.800.000.000;0.0005;24886324;154
17/09/2013;7.556.141.360.671.850;416.446.550.751.142;67752;1541458419.0;131.59;0.0;6.749.983.424.291.120;4475.0;30.275.425.378;73046;112.628.548.666.347;84729;21.267.865.298;0.0005;29656394;179
18/09/2013;8.946.856.646.111.500;4.833.043.816.075.330;60386;1.543.410.708.000.910;131.71;0.0;6.764.035.983.522.090;4125.0;10.750.935.731;79094;112.628.548.666.347;78994;276.165.023.518;0.0005;27077414;165
19/09/2013;10.244.148.481.829.300;6.054.345.647.936.450;59625;15.400.472.260.033.100;131.37;0.0;681.197.247.465.009;4750.0;9.174.587.436;79120;112.628.548.666.347;78897;3.762.712.677;0.0005;26006920;190
20/09/2013;880.673.665.124.633;48.136.617.968.666.400;58794;15.211.183.574.999.900;129.7;0.0;6.815.692.935.260.770;5000.0;2.700.884.796;77102;112.628.548.666.347;80698;383.912;0.0005;26222308;200
21/09/2013;5.343.531.253.862.240;3.363.609.282.113.360;52309;14.894.694.389.990.500;126.95;0.0;682.437.352.169.319;4725.0;2.675.531.601;66368;112.628.548.666.347;72859;29.325.450.000.000.000;0.0005;23523704;189
22/09/2013;5.708.521.415.629.300;32.737.737.960.903.900;50700;1500912486.0;127.87;0.0;6.841.884.246.237.590;5075.0;26.290.321.810.000.000;63585;112.628.548.666.347;71640;23.641.536.493.600.000;0.0005;22891138;203
23/09/2013;11.864.607.526.528.600;4.731.804.140.203.480;65118;15.146.185.895.120.200;128.98;0.0;6.852.737.666.288.910;5250.0;3.947.388.851;80538;112.628.548.666.347;86506;3.579.195;0.0005;29047668;210
24/09/2013;10.892.528.767.513.800;48.754.270.221.591.400;62380;14.808.763.660.023.500;126.05;0.0;687.885.197.442.874;5300.0;3.066.022.492;78401;112.628.548.666.347;83228;3.768.895;0.0005;27991594;212
25/09/2013;9.264.466.631.538.330;51.333.466.803.546.600;54342;1497160830.0;127.38;0.0;6.884.379.344.196.120;5150.0;3.106.396.518;78496;125.804.756.605.211;76890;5.082.462;0.0005;24210762;206
26/09/2013;8.611.338.815.872.240;5.020.501.113.460.030;57383;1507435485.5;128.21;0.0;6.902.243.473.998.990;4050.0;2.723.002.047;78179;148.819.199.805.092;76190;53.135.426.761.800.000;0.0005;26062667;162
27/09/2013;8.220.324.814.904.830;51.750.968.445.855.400;46742;1516592280.0;128.94;0.0;6.920.325.689.446.330;4450.0;8.261.986.498;78099;148.819.199.805.092;66847;765.227.619.156;0.0005;21977690;178
28/09/2013;6.673.901.305.977.530;4.033.104.156.488.460;42403;15.739.946.727.462.500;133.77;0.0;6.939.451.296.047.320;4425.0;2.608.609.449;68927;148.819.199.805.092;58992;652.519.345.023;0.0005;20101578;177
29/09/2013;6.695.215.247.945.290;4.017.129.138.960.290;41011;1.587.864.057.991.110;134.9;0.0;6.941.482.440.759.930;4250.0;2.584.549.691;71310;148.819.199.805.092;59464;65.418.084.938;0.0005;19544585;170
30/09/2013;10.545.078.266.332.400;5.416.009.015.373.770;46993;1614903533.75;137.15;0.0;6.964.739.097.004.440;4075.0;25.751.837.820.000.000;80455;148.819.199.805.092;66015;107.978.195;0.0005;21775844;163
01/10/2013;13.630.640.058.743.300;702.210.185.179.969;56984;1562890792.0;132.68;0.0;6.980.268.310.239.250;4675.0;3.913.974.553;89788;148.819.199.805.092;81464;66.614.037.272;0.0005;26107612;187
02/10/2013;14.393.576.740.116.900;8.255.289.419.890.640;61773;15.561.036.100.000.000;132.05;0.0;6.943.623.358.019.990;4775.0;3.992.303.312;105735;148.819.199.805.092;85558;7.635.244.563;0.0005;30938003;191
03/10/2013;9.530.294.665.494.580;554.102.860.586.021;59352;13.492.682.179.628.700;114.45;0.0;6.971.134.552.184.680;4975.0;3.660.294.587;90270;148.819.199.805.092;83678;42.289.275;0.0005;28913279;199
04/10/2013;9.010.130.128.497.240;4.603.320.217.736.810;51760;14.554.543.469.782.900;123.41;0.0;6.982.590.849.742.870;4500.0;24.772.794.910.000.000;77846;148.819.199.805.092;74009;46.155.339.999.999.900;0.0005;23427017;180
05/10/2013;5.120.683.804.795.180;299.238.494.237.749;45260;15.177.214.490.001.500;128.63;0.0;6.991.030.062.761.500;5475.0;2.606.242.489;65740;148.819.199.805.092;65299;29.129.704.156;0.0005;21101760;219
06/10/2013;4.954.325.682.817.600;306.241.950.851.746;42672;15.151.325.590.000.000;128.36;0.0;7.007.459.765.715.470;4625.0;21.157.350.440.000.000;61105;164.129.164.471.664;59001;31.338.972.058.000.000;0.0005;20888505;185
07/10/2013;8.426.109.234.846.050;48.395.403.629.617.200;44391;15.282.609.042.598.000;129.43;0.0;7.068.405.020.485.880;3900.0;3.257.715.142;76596;189.281.249.281.033;67793;544.205.364.444;0.0005;22713639;156
08/10/2013;8.052.948.740.943.660;4.501.605.431.296.490;44970;1497018026.5;126.74;0.0;7.079.075.500.557.300;4025.0;1.713.190.379;76020;189.281.249.281.033;71446;329.524;0.0005;20516820;161
09/10/2013;9.953.881.634.425.320;560.280.501.769.899;50494;14.870.593.310.092.500;125.85;0.0;7.102.900.367.311.860;4475.0;30.375.076.280.000.000;80276;189.281.249.281.033;71319;37.754.999.999.999.900;0.0005;23810425;179
10/10/2013;8.582.145.579.871.400;4.655.408.848.044.240;56661;15.446.468.029.998.400;130.67;0.0;7.122.097.107.357.020;4800.0;3.105.788.363;80598;189.281.249.281.033;78713;299.992.186;0.0005;26441032;192
11/10/2013;923.883.898.343.718;4.470.354.590.366.850;51737;1546197200.0;130.75;0.0;7.136.279.469.125.510;4625.0;2.276.995.908;79795;189.281.249.281.033;69878;3.840.917.753;0.0005;23621961;185
12/10/2013;7.954.676.320.029.980;3.599.716.349.832.440;49260;15.486.713.554.841.300;130.9;0.0;715.601.052.044.886;5350.0;3.214.776.583;66977;189.281.249.281.033;67925;25.512.410.000.000.000;0.0005;23006201;214
13/10/2013;8.387.567.914.710.780;36.418.454.396.083.800;51083;1.600.169.675.989.350;135.19;0.0;7.177.778.197.418.770;5525.0;30.804.328.690.000.000;87648;189.281.249.281.033;83449;28.498.052;0.0005;26168906;221
14/10/2013;11.363.072.406.081.300;45.765.127.489.266.500;57202;16.493.258.655.000.000;139.27;0.0;7.201.749.716.967.770;6250.0;3.303.670.276;82482;189.281.249.281.034;82852;348.175;0.0005;28351706;250
15/10/2013;11.612.529.554.072.100;4.697.928.876.064.300;55566;16.680.154.032.500.000;140.77;0.0;7.242.553.897.275.240;6500.0;3.864.309.771;85589;189.281.249.281.034;75897;5.595.715.470.590.000;0.0005;26215964;260
16/10/2013;1.378.078.964.145.220;6.058.339.715.520.820;50616;17.266.006.430.108.700;145.65;0.0;7.283.521.879.159.370;5250.0;4.719.904.597;93270;219.914.106.502.527;76521;7.846.995.996.300.000;0.0005;24682312;210
17/10/2013;1.105.255.061.238.710;4.877.497.741.567.900;46703;16.887.903.469.868.700;142.41;0.0;7.322.151.504.008.850;4175.0;3.651.952.508;81452;267.731.249.482.422;67424;49.957.428;0.0005;22284239;167
18/10/2013;12.711.424.859.683.800;5.461.005.984.701.720;59469;1736449517.25;146.37;0.0;7.362.528.060.073.170;4800.0;3.835.801.158;86021;267.731.249.482.422;77047;35.328.530.647.200.000;0.00024;27493229;192
19/10/2013;14.674.810.619.927.300;64.889.107.373.084.600;55088;18.504.996.882.021.200;155.91;0.0;7.434.373.665.570.230;5575.0;3.626.226.694;92551;267.731.249.482.422;82305;61.023.174.000.000.000;0.0005;28991161;223
20/10/2013;1.155.623.916.797.980;5.422.454.394.773.950;49219;2038290840.0;171.66;0.0;7.480.259.986.509.610;4975.0;28.487.107.390.000.000;73525;267.731.249.482.422;75376;428.024.288.052;0.0005;24217748;199
21/10/2013;17.065.072.879.896.100;8.372.311.528.635.640;60240;20.764.929.004.796.600;174.8;0.0;7.646.722.980.498.640;5275.0;3.766.450.678;96421;267.731.249.482.422;87396;57.986.026.432;0.0005;29509705;211
22/10/2013;19.889.836.128.371.000;9.366.396.873.063.010;64803;2170863743.75;182.65;0.0;7.814.967.374.418.620;6125.0;4.168.008.116;109555;267.731.249.482.422;98895;8.803.759.224.000.000;0.0005;32963405;245
23/10/2013;19.410.594.691.987.500;95.333.122.461.747;55093;22.992.292.584.525.700;193.36;0.0;8.024.448.542.628.770;5525.0;4.577.781.754;108022;267.731.249.482.422;88982;96.68;0.0005;29796908;221
24/10/2013;20.356.453.793.499.000;9.959.667.650.586.630;63419;25.493.717.322.297.300;214.3;0.0;808.302.914.203.684;5375.0;507.649.601;112119;267.731.249.482.422;94755;72.894.335.727;0.0001066;34182696;215
25/10/2013;5.416.796.308.810.040;12.802.686.529.453.400;57236;23.529.360.340.294.600;197.69;0.0;8.365.898.242.343.680;5875.0;510.751.821;101197;267.731.249.482.422;86269;522.983.201.528;0.0001066;29894078;235
26/10/2013;11.734.473.888.998.400;64.625.485.839.192.300;47565;2231910915.0;187.45;0.0;8.381.777.320.380.030;4550.0;3.534.328.044;73940;373.329.139.330.133;68884;374.202.629.765;0.0001;23096573;182
27/10/2013;7.951.788.370.222.420;3.936.140.995.708.380;43512;2103513505.0;176.6;0.0;8.430.995.285.083.050;4475.0;5.775.029.853;65295;390.928.787.638.085;63672;34.712.386.508;0.0001;20873193;179
28/10/2013;11.275.332.435.684.800;520.476.844.852.449;50929;23.379.549.705.029.400;196.21;0.0;8.468.827.078.452.770;4375.0;3.118.348.979;86598;390.928.787.638.085;70983;46.275.445.689.200.000;0.0001;23740474;175
29/10/2013;32.373.005.729.893.200;7.417.846.928.329.420;49770;23.666.316.160.071.400;198.55;0.0;8.589.852.594.710.680;4000.0;34.455.093;85461;390.928.787.638.085;70485;5.468.960.475;0.0001;23308141;160
30/10/2013;13.288.370.062.368.800;7.191.262.394.284.900;48251;24.371.974.580.110.500;204.39;0.0;8.625.806.531.975.120;4875.0;2.972.252.695;95946;390.928.787.638.086;75849;814.541.793.309;0.0001;24305741;195
31/10/2013;11.754.607.770.187.800;5.907.423.729.745.280;57970;2383911951.0;199.83;0.0;8.675.663.048.380.180;5275.0;2.997.871.915;96937;390.928.787.638.086;89712;34.294.364.991;0.00011;28556231;211
01/11/2013;1.084.418.828.666.210;5.670.095.670.496.200;45163;2.433.531.207.994.470;203.9;0.0;8.728.117.618.594.190;5200.0;3.500.360.841;87053;390.928.787.638.086;69793;101.95;0.0001;22115590;208
02/11/2013;9.809.697.533.908.020;4.762.909.409.962.320;38979;24.573.662.552.490.000;205.81;0.0;8.759.342.853.369.820;5050.0;2.353.096.079;77879;390.928.787.638.086;62339;57.606.218.999.999.900;0.0001;21345207;202
03/11/2013;9.729.919.448.504.010;4.433.181.237.241.680;35755;24.604.939.025.105.300;205.99;0.0;8.814.644.927.681.300;4800.0;4.087.943.337;83335;390.928.787.638.085;61525;700.366;0.0001;19974887;192
04/11/2013;18.055.958.400.161.400;10.136.639.572.319.400;45328;25.651.065.029.684.800;214.66;0.0;9.048.189.055.582.540;4875.0;5.182.985.587;100576;390.928.787.638.086;71679;1.335.484.156.982;0.0001;23425823;195
05/11/2013;2.132.853.594.244.090;12.358.291.897.921.200;51423;2739976340.0;229.21;0.0;9.240.932.714.005.310;4350.0;4.727.916.843;117722;412.308.267.303.143;82861;15.802.883.450.000.000;0.0001;27267811;174
06/11/2013;19.318.511.474.457.900;10.934.054.418.104.000;54845;29.270.975.989.662.400;244.78;0.0;9.373.236.090.912.980;4075.0;14.562.558.243;131397;510.929.738.016.153;84051;13.707.680.000.000.000;0.0001;30183816;163
07/11/2013;2.736.060.908.486.460;17.450.827.863.232.900;60391;3.130.131.114.220.700;261.68;0.0;9.750.173.015.206.050;3600.0;12.850.248.332;130495;510.929.738.016.152;88250;1.922.476.317.752;0.0001;31600205;144
08/11/2013;27.726.519.778.034.000;16.744.037.682.495.300;59089;35.637.826.964.702.300;297.85;0.0;10.117.090.005.944.100;3350.0;10.682.017.227;130741;510.929.738.016.151;88707;23.530.150.000.000.000;0.0001;30793807;134
09/11/2013;26.424.714.884.217.000;1.665.421.783.060.610;55056;4052362446.0;338.58;0.0;10.350.619.345.420.100;3700.0;5.605.344.924;129810;510.929.738.016.152;89816;3.039.079.961.214;0.0001;29545835;148
10/11/2013;23.298.949.603.914.600;13.649.906.674.134.100;57367;41.764.131.400.339.800;348.82;0.0;1.050.254.596.238.870;4275.0;4.583.360.662;117024;510.929.738.016.153;89008;9.641.049.932.799.990;0.0001;29768808;171
11/11/2013;1.910.398.452.627.440;11.523.594.838.689.500;57218;38.976.552.217.500.000;325.41;0.0;1.070.700.462.776.100;4675.0;62.223.517.640.000.000;116256;510.929.738.016.154;88960;65.049.459;0.0001;28186412;187
12/11/2013;3.207.904.683.172.750;1.538.952.766.118.670;58106;4110785062.0;343.06;0.0;10.976.408.220.437.700;5025.0;2.251.123.231;116404;510.929.738.016.154;94851;10.620.794.540.000.000;0.0001;28453891;201
13/11/2013;3.813.701.610.715.380;19.563.896.553.758.500;64702;4326911293.0;360.97;0.0;11.369.100.259.069.400;4200.0;2.304.229.153;122999;510.929.738.016.153;96033;989.268.101.122;0.0001;31098348;168
14/11/2013;3.819.733.609.156.470;21.096.620.242.517.100;69230;4873455354.75;406.41;0.0;11.731.958.011.240.100;4575.0;2.313.862.517;133437;510.929.738.016.153;105921;12.147.594.900.000.000;0.0001;33607973;183
15/11/2013;9.919.866.521.619.520;1.852.181.855.801.970;60748;5031074596.0;419.41;0.0;11.998.781.378.357.700;4150.0;1.731.629.565;120001;510.929.738.016.153;95145;1.359.815.757.451;0.0001;29164539;166
16/11/2013;5.805.797.738.815.540;16.310.607.733.469.800;46981;5.007.558.208.473.940;417.28;0.0;12.235.520.075.807.700;4850.0;142.659.898;103890;510.929.738.016.154;81665;2.044.672;0.0001;22785889;194
17/11/2013;46.120.001.692.611.300;16.980.312.318.876.300;51137;5.293.779.920.224.010;440.96;0.0;12.647.506.507.806.900;4650.0;1.708.725.612;107736;542.721.009.587.829;82530;1.652.052.715.456;0.0001;26088056;186
18/11/2013;9.008.766.098.261.880;3.168.081.956.092.100;78876;5.963.441.634.500.000;496.58;0.0;13.970.072.642.245.300;3900.0;2.723.178.132;164698;609.482.679.888.353;117309;3.587.305.539.972;0.0001;39814434;156
19/11/2013;14.412.302.589.237.700;5.930.908.403.881.090;92746;8.562.421.518.609.600;712.76;0.0;1.442.809.151.684.730;4025.0;3.159.785.609;207754;609.482.679.888.353;136309;5.821.100.584.980.000;0.0001;50314147;161
20/11/2013;9.197.123.489.544.030;3.977.666.556.580.710;77394;6.945.657.907.744.560;577.98;0.0;15.032.723.055.783.800;4100.0;2.527.945.207;165510;609.482.679.888.353;114762;3.339.377.013.024;0.0001;38254220;164
21/11/2013;11.952.264.559.244.400;3.298.184.092.311.910;71672;7.144.246.429.794.330;594.32;0.0;15.746.669.279.691.100;3750.0;2.655.807.643;188789;609.482.679.888.353;108884;24.973.326.400.000.000;0.0001;41105352;150
22/11/2013;16.560.282.851.605.200;52.230.949.427.342.100;76775;8707050360.5;724.07;0.0;17.450.727.760.316.200;4300.0;2.329.739.671;165422;609.482.679.888.353;122850;2.771.192.201.045;0.0001;39043577;172
23/11/2013;1.112.819.031.901.650;43.160.003.700.783.200;72375;9283126565.0;771.7;0.0;1.837.666.474.311.920;4250.0;21.016.115.290.000.000;150896;609.482.679.888.353;111285;25.692.948.932;0.00010001;35607014;170
24/11/2013;11.422.326.943.477.800;3.102.904.991.721.930;60693;9.574.313.058.493.090;795.63;0.0;18.747.403.764.510.600;4200.0;1.753.595.197;124672;609.482.679.888.353;94720;1.544.309.953.263;0.0001;30819688;168
25/11/2013;1.066.524.757.075.570;3.169.846.900.073.960;71620;9.305.576.109.483.670;773.02;0.0;19.567.411.811.694.300;4325.0;1.960.120.774;143017;609.482.679.888.353;107174;15.452.669.799.999.900;0.0001;32920178;173
26/11/2013;31.476.923.147.314.900;5.925.701.006.656.320;83224;9.702.540.230.684.070;805.73;0.0;2.214.836.526.932.780;3975.0;252.369.173;179512;609.482.679.888.353;127240;32.124.647.669.470.000;0.0001;39970769;159
27/11/2013;29.415.146.601.897.000;5.458.846.027.761.490;95358;11128951158.75;923.85;0.0;23.510.420.763.866.900;4325.0;3.041.271.141;199264;609.482.679.888.353;133240;4.867.862.377.095;0.0001;45853911;173
28/11/2013;3.231.477.632.184.340;7.559.786.618.806.330;98740;12091531704.0;1003.38;0.0;25.311.643.303.982.900;4525.0;3.073.997.164;202035;609.482.679.888.353;139159;5.036.571.465.576;0.0001;45002237;181
29/11/2013;2.590.799.340.117.760;7.643.335.949.690.670;89911;12.561.560.801.019.800;1042.01;0.0;26.885.964.986.575.300;4325.0;2.609.068.458;189629;634.388.613.640.829;128182;51.996.299;0.0001;43257170;173
30/11/2013;2.020.446.154.088.710;5.590.392.768.476.980;75014;13.619.665.749.499.900;1129.37;0.0;27.627.732.252.743.600;4400.0;2.018.102.674;163655;707.408.283.051.498;117418;3.982.515.162.109;0.0001;35257264;176
01/12/2013;16.099.603.331.032.800;5.269.143.940.997.120;71947;13.619.686.002.590.500;1128.92;0.0;27.936.201.025.394.600;4875.0;18.880.839.220.000.000;166644;707.408.283.051.498;106705;499.769.384.348;0.0001;36806589;195
02/12/2013;12.957.616.546.136.600;45.048.306.040.097.700;75411;11.482.069.557.455.900;951.42;0.0;28.565.841.713.495.100;3975.0;21.137.510.640.000.000;178033;707.408.283.051.498;117318;37.128.765.903.600.000;0.0001;36738219;159
